scenario,year,season,crop_id,crop_name,area_mu,production_jin,normal_sales_jin,surplus_jin,revenue_yuan,cost_yuan,profit_yuan
full_waste,2024,single,1,黄豆,150.658187,57000.0,57000.0,0.0,185250.0,60263.274854,124986.725146
full_waste,2024,single,2,黑豆,46.313019,21850.0,21850.0,0.0,163875.0,18525.207756,145349.792244
full_waste,2024,single,3,红豆,58.947368,22400.0,22400.0,0.0,184800.0,20631.578947,164168.421053
full_waste,2024,single,4,绿豆,99.787879,33040.0,33040.0,0.0,231280.0,34925.757576,196354.242424
full_waste,2024,single,5,爬豆,25.0,9875.0,9875.0,0.0,66656.25,8750.0,57906.25
full_waste,2024,single,6,小麦,212.936364,168509.090909,168509.090909,0.0,589781.818182,95821.363636,493960.454545
full_waste,2024,single,7,玉米,130.0,130000.0,130000.0,0.0,390000.0,65000.0,325000.0
full_waste,2024,single,8,谷子,184.793839,70221.658692,70221.658692,0.0,473996.196172,66525.781919,407470.414253
full_waste,2024,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
full_waste,2024,single,10,黍子,25.25,12500.0,12500.0,0.0,93750.0,9090.0,84660.0
full_waste,2024,single,11,荞麦,15.0,1500.0,1500.0,0.0,60000.0,5250.0,54750.0
full_waste,2024,single,12,南瓜,11.7,35100.0,35100.0,0.0,52650.0,11700.0,40950.0
full_waste,2024,single,13,红薯,16.363636,36000.0,36000.0,0.0,117000.0,32727.272727,84272.727273
full_waste,2024,single,14,莜麦,33.952632,13581.052632,13581.052632,0.0,74695.789474,13581.052632,61114.736842
full_waste,2024,single,15,大麦,21.052632,10000.0,10000.0,0.0,35000.0,7368.421053,27631.578947
full_waste,2024,single,16,水稻,37.0,18500.0,18500.0,0.0,129500.0,25160.0,104340.0
full_waste,2024,first,17,豇豆,13.0,39000.0,36480.0,2520.0,291840.0,26000.0,265840.0
full_waste,2024,first,18,刀豆,15.3,30720.0,26880.0,3840.0,181440.0,15360.0,166080.0
full_waste,2024,first,19,芸豆,1.8,6480.0,6480.0,0.0,42120.0,4320.0,37800.0
full_waste,2024,first,20,土豆,15.0,30000.0,30000.0,0.0,112500.0,30000.0,82500.0
full_waste,2024,first,21,西红柿,13.925,35400.0,35400.0,0.0,221250.0,29170.0,192080.0
full_waste,2024,second,21,西红柿,0.3,810.0,810.0,0.0,6075.0,792.0,5283.0
full_waste,2024,first,22,茄子,6.45,43200.0,43200.0,0.0,237600.0,13380.0,224220.0
full_waste,2024,second,22,茄子,0.3,2160.0,2160.0,0.0,14256.0,792.0,13464.0
full_waste,2024,second,23,菠菜,0.3,900.0,900.0,0.0,6210.0,900.0,5310.0
full_waste,2024,first,24,青椒,0.6,1800.0,1800.0,0.0,9450.0,1200.0,8250.0
full_waste,2024,second,24,青椒,0.3,810.0,810.0,0.0,5508.0,660.0,4848.0
full_waste,2024,first,25,菜花,0.9,3600.0,3600.0,0.0,19800.0,2700.0,17100.0
full_waste,2024,first,26,包菜,0.9,4050.0,4050.0,0.0,26325.0,3150.0,23175.0
full_waste,2024,first,27,油麦菜,0.9,4500.0,4500.0,0.0,22500.0,1800.0,20700.0
full_waste,2024,first,28,小青菜,10.75,34400.0,34400.0,0.0,197800.0,17200.0,180600.0
full_waste,2024,second,28,小青菜,0.3,1080.0,1080.0,0.0,7452.0,660.0,6792.0
full_waste,2024,first,29,黄瓜,0.6,9000.0,9000.0,0.0,63000.0,2100.0,60900.0
full_waste,2024,second,29,黄瓜,0.3,4050.0,4050.0,0.0,34020.0,1155.0,32865.0
full_waste,2024,first,30,生菜,0.3,1500.0,1500.0,0.0,7875.0,600.0,7275.0
full_waste,2024,second,30,生菜,0.3,1350.0,1350.0,0.0,8505.0,660.0,7845.0
full_waste,2024,first,31,辣椒,0.6,1200.0,1200.0,0.0,8700.0,720.0,7980.0
full_waste,2024,first,32,空心菜,0.3,3600.0,3600.0,0.0,16200.0,1500.0,14700.0
full_waste,2024,first,33,黄心菜,0.3,1800.0,1800.0,0.0,8100.0,750.0,7350.0
full_waste,2024,second,34,芹菜,0.3,1800.0,1800.0,0.0,8640.0,360.0,8280.0
full_waste,2024,second,35,大白菜,30.0,150000.0,150000.0,0.0,375000.0,60000.0,315000.0
full_waste,2024,second,36,白萝卜,25.0,100000.0,100000.0,0.0,250000.0,12500.0,237500.0
full_waste,2024,second,37,红萝卜,12.0,36000.0,36000.0,0.0,117000.0,6000.0,111000.0
full_waste,2024,second,38,榆黄菇,1.8,9000.0,9000.0,0.0,517500.0,5400.0,512100.0
full_waste,2024,second,39,香菇,1.8,7200.0,7200.0,0.0,136800.0,3600.0,133200.0
full_waste,2024,second,40,白灵菇,1.8,18000.0,18000.0,0.0,288000.0,18000.0,270000.0
full_waste,2024,second,41,羊肚菌,4.2,4200.0,4200.0,0.0,420000.0,42000.0,378000.0
full_waste,2025,single,1,黄豆,143.157895,57000.0,57000.0,0.0,185250.0,57263.157895,127986.842105
full_waste,2025,single,2,黑豆,46.0,21850.0,21850.0,0.0,163875.0,18400.0,145475.0
full_waste,2025,single,3,红豆,59.588576,22643.658692,22400.0,243.658692,184800.0,20856.001427,163943.998573
full_waste,2025,single,4,绿豆,97.0,32480.0,32480.0,0.0,227360.0,33950.0,193410.0
full_waste,2025,single,5,爬豆,25.0,9875.0,9875.0,0.0,66656.25,8750.0,57906.25
full_waste,2025,single,6,小麦,224.789474,170840.0,170840.0,0.0,597940.0,101155.263158,496784.736842
full_waste,2025,single,7,玉米,132.75,132750.0,132750.0,0.0,398250.0,66375.0,331875.0
full_waste,2025,single,8,谷子,188.578947,71400.0,71400.0,0.0,481950.0,67888.421053,414061.578947
full_waste,2025,single,9,高粱,50.0,30000.0,30000.0,0.0,180000.0,20000.0,160000.0
full_waste,2025,single,10,黍子,26.315789,12500.0,12500.0,0.0,93750.0,9473.684211,84276.315789
full_waste,2025,single,11,荞麦,15.0,1500.0,1500.0,0.0,60000.0,5250.0,54750.0
full_waste,2025,single,12,南瓜,11.7,35100.0,35100.0,0.0,52650.0,11700.0,40950.0
