candidate,scenario_id,profit_yuan
lambda_0,0,41068854.149998
lambda_0,1,40963550.379562
lambda_0,2,41039330.288866
lambda_0,3,41089396.912171
lambda_0,4,40850745.544585
lambda_0,5,41145015.012119
lambda_0,6,40884910.478303
lambda_0,7,40595407.624798
lambda_0,8,41153982.950507
lambda_0,9,41090773.948664
lambda_0,10,40977041.958344
lambda_0,11,40932211.34
lambda_0,12,40695927.979089
lambda_0,13,41160808.989463
lambda_0,14,41035908.577696
lambda_0,15,40726636.967679
lambda_0,16,40648958.84689
lambda_0,17,40701199.414134
lambda_0,18,41416976.861718
lambda_0,19,40918258.020294
lambda_0,20,41047338.767836
lambda_0,21,41251154.91865
lambda_0,22,41153473.889949
lambda_0,23,40781389.855181
lambda_0,24,40745998.944758
lambda_0,25,40858618.102295
lambda_0,26,40959787.887678
lambda_0,27,41224359.842846
lambda_0,28,40784227.905994
lambda_0,29,40806269.09335
lambda_0,30,40715317.053667
lambda_0,31,40486397.174508
lambda_0,32,40788719.742502
lambda_0,33,40769484.475802
lambda_0,34,40936164.322244
lambda_0,35,41402298.276682
lambda_0,36,40706661.66491
lambda_0,37,40864183.426445
lambda_0,38,40933118.729336
lambda_0,39,40746074.755126
lambda_0,40,40744888.618398
lambda_0,41,40900563.658222
lambda_0,42,40691198.214611
lambda_0,43,41085269.476977
lambda_0,44,41073112.425906
lambda_0,45,40797240.173276
lambda_0,46,40951745.194428
lambda_0,47,40950813.459016
lambda_0,48,40977748.630371
lambda_0,49,40989808.600282
lambda_0,50,40865295.348928
lambda_0,51,41007647.854315
lambda_0,52,40907272.983866
lambda_0,53,40971413.697263
lambda_0,54,41056767.307151
lambda_0,55,40656538.341052
lambda_0,56,40763494.259946
lambda_0,57,40879724.520452
lambda_0,58,40536173.613663
lambda_0,59,40643029.703631
lambda_0,60,40876665.517539
lambda_0,61,41092317.865222
lambda_0,62,41082411.839871
lambda_0,63,41060383.152974
lambda_0,64,40947875.851356
lambda_0,65,40894589.490234
lambda_0,66,41137043.136176
lambda_0,67,40603832.979036
lambda_0,68,41017352.391027
lambda_0,69,40919530.322847
lambda_0,70,40645463.749185
lambda_0,71,41082089.373014
lambda_0,72,40653461.497388
lambda_0,73,41046663.834288
lambda_0,74,41037675.800384
lambda_0,75,40967925.246816
lambda_0,76,40616660.858363
lambda_0,77,40897590.157924
lambda_0,78,40866603.392866
lambda_0,79,41291498.854422
lambda_0,80,41156922.929752
lambda_0,81,41018700.723845
lambda_0,82,41268726.792781
lambda_0,83,41125834.46926
lambda_0,84,40935095.727998
lambda_0,85,40886761.925834
lambda_0,86,40781469.036379
lambda_0,87,41083201.778265
lambda_0,88,40788265.346242
lambda_0,89,40885111.157872
lambda_0,90,41138124.184927
lambda_0,91,40837407.110944
lambda_0,92,40738413.486357
lambda_0,93,40790128.902993
lambda_0,94,40895070.164386
lambda_0,95,40761932.573427
lambda_0,96,40919763.831567
lambda_0,97,40847213.277283
lambda_0,98,40887767.799023
lambda_0,99,40909663.606299
