candidate,year,season,plot_id,land_type,crop_id,crop_name,area_mu
lambda_025,2024,single,A1,平旱地,4,绿豆,5.0
lambda_025,2024,single,A1,平旱地,7,玉米,75.0
lambda_025,2024,single,A2,平旱地,6,小麦,55.0
lambda_025,2024,single,A3,平旱地,4,绿豆,35.0
lambda_025,2024,single,A4,平旱地,6,小麦,60.3
lambda_025,2024,single,A4,平旱地,12,南瓜,11.7
lambda_025,2024,single,A5,平旱地,6,小麦,51.636364
lambda_025,2024,single,A5,平旱地,13,红薯,16.363636
lambda_025,2024,single,A6,平旱地,7,玉米,55.0
lambda_025,2024,single,B1,梯田,1,黄豆,60.0
lambda_025,2024,single,B10,梯田,1,黄豆,17.1
lambda_025,2024,single,B10,梯田,14,莜麦,7.9
lambda_025,2024,single,B11,梯田,8,谷子,60.0
lambda_025,2024,single,B12,梯田,3,红豆,45.0
lambda_025,2024,single,B13,梯田,2,黑豆,7.05949
lambda_025,2024,single,B13,梯田,8,谷子,22.94051
lambda_025,2024,single,B13,梯田,9,高粱,5.0
lambda_025,2024,single,B14,梯田,1,黄豆,20.0
lambda_025,2024,single,B2,梯田,6,小麦,46.0
lambda_025,2024,single,B3,梯田,8,谷子,40.0
lambda_025,2024,single,B4,梯田,10,黍子,20.25
lambda_025,2024,single,B5,梯田,8,谷子,25.0
lambda_025,2024,single,B6,梯田,2,黑豆,33.947368
lambda_025,2024,single,B6,梯田,5,爬豆,25.0
lambda_025,2024,single,B6,梯田,9,高粱,27.052632
lambda_025,2024,single,B7,梯田,1,黄豆,41.052632
lambda_025,2024,single,B7,梯田,3,红豆,13.947368
lambda_025,2024,single,B8,梯田,9,高粱,17.947368
lambda_025,2024,single,B8,梯田,14,莜麦,26.052632
lambda_025,2024,single,B9,梯田,4,绿豆,13.787879
lambda_025,2024,single,B9,梯田,8,谷子,36.212121
lambda_025,2024,single,C1,山坡地,4,绿豆,15.0
lambda_025,2024,single,C2,山坡地,4,绿豆,13.0
lambda_025,2024,single,C3,山坡地,2,黑豆,5.270539
lambda_025,2024,single,C3,山坡地,15,大麦,9.052632
lambda_025,2024,single,C4,山坡地,4,绿豆,18.0
lambda_025,2024,single,C5,山坡地,11,荞麦,15.0
lambda_025,2024,single,C5,山坡地,15,大麦,12.0
lambda_025,2024,single,C6,山坡地,1,黄豆,12.505556
lambda_025,2024,single,C6,山坡地,10,黍子,5.0
lambda_025,2024,single,D1,水浇地,16,水稻,15.0
lambda_025,2024,single,D2,水浇地,16,水稻,10.0
lambda_025,2024,first,D3,水浇地,17,豇豆,5.0
lambda_025,2024,first,D3,水浇地,18,刀豆,9.0
lambda_025,2024,second,D3,水浇地,37,红萝卜,12.0
lambda_025,2024,first,D4,水浇地,18,刀豆,6.0
lambda_025,2024,second,D4,水浇地,36,白萝卜,5.0
lambda_025,2024,first,D5,水浇地,20,土豆,8.875
lambda_025,2024,second,D5,水浇地,35,大白菜,10.0
lambda_025,2024,single,D6,水浇地,16,水稻,12.0
lambda_025,2024,first,D7,水浇地,20,土豆,6.125
lambda_025,2024,first,D7,水浇地,21,西红柿,10.625
lambda_025,2024,first,D7,水浇地,22,茄子,5.25
lambda_025,2024,second,D7,水浇地,35,大白菜,20.0
lambda_025,2024,first,D8,水浇地,17,豇豆,8.0
lambda_025,2024,first,D8,水浇地,28,小青菜,10.75
lambda_025,2024,second,D8,水浇地,36,白萝卜,20.0
lambda_025,2024,first,E1,普通大棚,22,茄子,0.6
lambda_025,2024,second,E1,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,E10,普通大棚,21,西红柿,0.6
lambda_025,2024,second,E10,普通大棚,38,榆黄菇,0.6
lambda_025,2024,first,E11,普通大棚,27,油麦菜,0.6
lambda_025,2024,second,E11,普通大棚,40,白灵菇,0.6
lambda_025,2024,first,E12,普通大棚,19,芸豆,0.6
lambda_025,2024,second,E12,普通大棚,38,榆黄菇,0.6
lambda_025,2024,first,E13,普通大棚,27,油麦菜,0.3
lambda_025,2024,first,E13,普通大棚,30,生菜,0.3
lambda_025,2024,second,E13,普通大棚,38,榆黄菇,0.6
lambda_025,2024,first,E14,普通大棚,22,茄子,0.3
lambda_025,2024,first,E14,普通大棚,25,菜花,0.3
lambda_025,2024,second,E14,普通大棚,39,香菇,0.6
lambda_025,2024,first,E15,普通大棚,19,芸豆,0.6
lambda_025,2024,second,E15,普通大棚,39,香菇,0.6
lambda_025,2024,first,E16,普通大棚,21,西红柿,0.6
lambda_025,2024,second,E16,普通大棚,40,白灵菇,0.6
lambda_025,2024,first,E2,普通大棚,21,西红柿,0.6
lambda_025,2024,second,E2,普通大棚,39,香菇,0.6
lambda_025,2024,first,E3,普通大棚,31,辣椒,0.6
lambda_025,2024,second,E3,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,E4,普通大棚,21,西红柿,0.6
lambda_025,2024,second,E4,普通大棚,40,白灵菇,0.6
lambda_025,2024,first,E5,普通大棚,18,刀豆,0.3
lambda_025,2024,first,E5,普通大棚,19,芸豆,0.3
lambda_025,2024,second,E5,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,E6,普通大棚,29,黄瓜,0.3
lambda_025,2024,first,E6,普通大棚,32,空心菜,0.3
lambda_025,2024,second,E6,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,E7,普通大棚,22,茄子,0.3
lambda_025,2024,first,E7,普通大棚,29,黄瓜,0.3
lambda_025,2024,second,E7,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,E8,普通大棚,21,西红柿,0.3
lambda_025,2024,first,E8,普通大棚,25,菜花,0.3
lambda_025,2024,second,E8,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,E9,普通大棚,26,包菜,0.3
lambda_025,2024,first,E9,普通大棚,33,黄心菜,0.3
lambda_025,2024,second,E9,普通大棚,41,羊肚菌,0.6
lambda_025,2024,first,F1,智慧大棚,19,芸豆,0.3
lambda_025,2024,first,F1,智慧大棚,25,菜花,0.3
lambda_025,2024,second,F1,智慧大棚,22,茄子,0.3
lambda_025,2024,second,F1,智慧大棚,28,小青菜,0.3
lambda_025,2024,first,F2,智慧大棚,21,西红柿,0.6
lambda_025,2024,second,F2,智慧大棚,30,生菜,0.3
lambda_025,2024,second,F2,智慧大棚,34,芹菜,0.3
lambda_025,2024,first,F3,智慧大棚,24,青椒,0.6
lambda_025,2024,second,F3,智慧大棚,23,菠菜,0.3
lambda_025,2024,second,F3,智慧大棚,29,黄瓜,0.3
lambda_025,2024,first,F4,智慧大棚,26,包菜,0.6
lambda_025,2024,second,F4,智慧大棚,21,西红柿,0.3
lambda_025,2024,second,F4,智慧大棚,24,青椒,0.3
lambda_025,2025,single,A1,平旱地,1,黄豆,75.0
lambda_025,2025,single,A1,平旱地,8,谷子,5.0
lambda_025,2025,single,A2,平旱地,4,绿豆,55.0
lambda_025,2025,single,A3,平旱地,7,玉米,35.0
lambda_025,2025,single,A4,平旱地,7,玉米,55.636364
lambda_025,2025,single,A4,平旱地,13,红薯,16.363636
lambda_025,2025,single,A5,平旱地,7,玉米,56.3
lambda_025,2025,single,A5,平旱地,12,南瓜,11.7
lambda_025,2025,single,A6,平旱地,1,黄豆,55.0
lambda_025,2025,single,B1,梯田,8,谷子,60.0
lambda_025,2025,single,B10,梯田,5,爬豆,7.9
lambda_025,2025,single,B10,梯田,6,小麦,17.1
lambda_025,2025,single,B11,梯田,6,小麦,60.0
lambda_025,2025,single,B12,梯田,8,谷子,45.0
lambda_025,2025,single,B13,梯田,1,黄豆,13.157895
lambda_025,2025,single,B13,梯田,3,红豆,14.782616
lambda_025,2025,single,B13,梯田,6,小麦,7.05949
lambda_025,2025,single,B14,梯田,6,小麦,15.0
lambda_025,2025,single,B14,梯田,14,莜麦,5.0
lambda_025,2025,single,B2,梯田,8,谷子,46.0
lambda_025,2025,single,B3,梯田,9,高粱,31.212121
lambda_025,2025,single,B3,梯田,14,莜麦,8.787879
lambda_025,2025,single,B4,梯田,8,谷子,14.578947
lambda_025,2025,single,B4,梯田,14,莜麦,13.421053
lambda_025,2025,single,B5,梯田,6,小麦,20.0
lambda_025,2025,single,B5,梯田,9,高粱,5.0
lambda_025,2025,single,B6,梯田,3,红豆,27.052632
lambda_025,2025,single,B6,梯田,6,小麦,58.947368
lambda_025,2025,single,B7,梯田,6,小麦,55.0
lambda_025,2025,single,B8,梯田,2,黑豆,26.887879
lambda_025,2025,single,B8,梯田,3,红豆,17.112121
lambda_025,2025,single,B9,梯田,2,黑豆,19.112121
lambda_025,2025,single,B9,梯田,5,爬豆,17.1
lambda_025,2025,single,B9,梯田,9,高粱,13.787879
lambda_025,2025,single,C1,山坡地,11,荞麦,15.0
lambda_025,2025,single,C2,山坡地,10,黍子,13.0
lambda_025,2025,single,C3,山坡地,10,黍子,13.315789
lambda_025,2025,single,C4,山坡地,8,谷子,18.0
lambda_025,2025,single,C5,山坡地,4,绿豆,27.0
lambda_025,2025,single,C6,山坡地,4,绿豆,15.0
lambda_025,2025,single,C6,山坡地,15,大麦,5.0
lambda_025,2025,first,D1,水浇地,17,豇豆,9.64
lambda_025,2025,first,D1,水浇地,18,刀豆,5.36
lambda_025,2025,first,D2,水浇地,18,刀豆,10.0
lambda_025,2025,second,D2,水浇地,35,大白菜,10.0
lambda_025,2025,first,D3,水浇地,22,茄子,5.625
lambda_025,2025,first,D3,水浇地,28,小青菜,5.75
lambda_025,2025,second,D3,水浇地,36,白萝卜,13.0
lambda_025,2025,first,D4,水浇地,28,小青菜,5.0
lambda_025,2025,first,D5,水浇地,21,西红柿,9.0
lambda_025,2025,first,D6,水浇地,20,土豆,7.0
lambda_025,2025,first,D6,水浇地,21,西红柿,5.0
lambda_025,2025,second,D6,水浇地,36,白萝卜,12.0
lambda_025,2025,first,D7,水浇地,18,刀豆,22.0
lambda_025,2025,second,D7,水浇地,37,红萝卜,12.0
lambda_025,2025,first,D8,水浇地,18,刀豆,12.0
lambda_025,2025,first,D8,水浇地,20,土豆,8.0
lambda_025,2025,second,D8,水浇地,35,大白菜,20.0
lambda_025,2025,first,E1,普通大棚,26,包菜,0.6
lambda_025,2025,second,E1,普通大棚,39,香菇,0.6
lambda_025,2025,first,E10,普通大棚,22,茄子,0.6
lambda_025,2025,second,E10,普通大棚,41,羊肚菌,0.6
lambda_025,2025,first,E11,普通大棚,24,青椒,0.6
lambda_025,2025,second,E11,普通大棚,41,羊肚菌,0.6
lambda_025,2025,first,E12,普通大棚,22,茄子,0.3
lambda_025,2025,first,E12,普通大棚,33,黄心菜,0.3
lambda_025,2025,second,E12,普通大棚,41,羊肚菌,0.6
lambda_025,2025,first,E13,普通大棚,19,芸豆,0.6
lambda_025,2025,second,E13,普通大棚,40,白灵菇,0.6
lambda_025,2025,first,E14,普通大棚,19,芸豆,0.6
lambda_025,2025,second,E14,普通大棚,41,羊肚菌,0.6
lambda_025,2025,first,E15,普通大棚,25,菜花,0.3
lambda_025,2025,first,E15,普通大棚,30,生菜,0.3
lambda_025,2025,second,E15,普通大棚,38,榆黄菇,0.6
lambda_025,2025,first,E16,普通大棚,17,豇豆,0.3
lambda_025,2025,first,E16,普通大棚,18,刀豆,0.3
lambda_025,2025,second,E16,普通大棚,41,羊肚菌,0.6
lambda_025,2025,first,E2,普通大棚,19,芸豆,0.6
lambda_025,2025,second,E2,普通大棚,41,羊肚菌,0.6
lambda_025,2025,first,E3,普通大棚,18,刀豆,0.6
lambda_025,2025,second,E3,普通大棚,38,榆黄菇,0.3
lambda_025,2025,second,E3,普通大棚,40,白灵菇,0.3
lambda_025,2025,first,E4,普通大棚,17,豇豆,0.6
